"id_jogo","rodada","data","time_mandante","gols_mandante","gols_visitante","time_visitante","detalhes","pontos_mandante","pontos_visitante"
391,33,2003-09-28,"Juventude",6,1,"Corinthians","Neto 19', Leonardo Manzi 38', Hugo 45+1'p, Mineiro 63', Marcelo Pereira 65', Felipe Spellmeier 87'; Jamelli 57'p",3,0
392,33,2003-09-28,"Ponte Preta",2,2,"Vasco da Gama","Rodrigo Costa 1', Darío Gigena 90+1'; Fabiano 42', Edmundo 61'",1,1
393,33,2003-09-28,"Bahia",1,1,"Figueirense","Valdomiro 70'; Sandro Gaúcho 4'",1,1
394,33,2003-09-28,"Cruzeiro",1,0,"Vitória","Mota 47'",3,0
395,33,2003-09-28,"Coritiba",1,0,"Paysandu","Aparecido Lima 39'",3,0
396,33,2003-09-28,"São Caetano",2,0,"Paraná","Warley 75', 88'",3,0
397,34,2003-10-04,"Atlético-PR",0,0,"Fluminense","",1,1
398,34,2003-10-04,"Paysandu",0,0,"Internacional","",1,1
399,34,2003-10-04,"Grêmio",3,1,"Figueirense","Gilberto 26', Christian Corrêa 45', Ânderson Lima 68'p; Fernandinho 43'",3,0
400,34,2003-10-04,"São Caetano",1,0,"Ponte Preta","Marcinho 41'",3,0
401,34,2003-10-04,"São Paulo",1,2,"Santos","Luís Fabiano 66'; William 37', 55'",0,3
402,34,2003-10-05,"Vitória",1,2,"Corinthians","Moreno 4'og; César Belli 41', Gil 80'",0,3
403,34,2003-10-05,"Flamengo",0,3,"Paraná","Fernandinho 55', Renaldo 82'p, Marquinhos 90+2'",0,3
404,34,2003-10-05,"Goiás",3,1,"Bahia","Leandro Smith 38', Marabá 43', Dimba 48'; Jean Carlos Conceição 5'",3,0
405,34,2003-10-05,"Atlético-MG",2,1,"Vasco da Gama","Alex Alves 18', Fábio Júnior 49'; Rodrigo Souto 77'",3,0
406,34,2003-10-05,"Juventude",2,2,"Fortaleza","Hugo 2', 16'p; Messias 40', Finazzi 87'",1,1
407,34,2003-10-05,"Criciúma",1,3,"Cruzeiro","Leonardo 43'; Márcio Oliveira 58', 89', Aristizábal 80'",0,3
408,34,2003-10-05,"Guarani",2,1,"Coritiba","Rafael Silva 23', Alex Meschini 72'; Souza 81'",3,0
409,35,2003-10-08,"Cruzeiro",2,0,"Flamengo","Edu Dracena 49', Alex Alves 80'",3,0
410,35,2003-10-08,"Coritiba",1,0,"Goiás","Alexandre Fávaro 17'",3,0
411,35,2003-10-08,"Bahia",3,0,"São Paulo","Pretto 11', Guto 67', Danilo Vergner 87'",3,0
412,35,2003-10-08,"Santos",1,1,"Guarani","Alex Rodrigo 83'; Ruy 40'",1,1
413,35,2003-10-08,"Ponte Preta",2,2,"Atlético-PR","Marquinhos 28', Rafael Marques 77'; Luciano Santos 9', Ilan 62'",1,1
414,35,2003-10-08,"Vasco da Gama",1,1,"Juventude","Edmundo 22'; Neto 16'",1,1
415,35,2003-10-08,"Corinthians",0,3,"São Caetano","Warley 8', Luís Carlos Capixaba 53', Adhemar 73'",0,3
416,35,2003-10-08,"Fortaleza",2,2,"Grêmio","Richarlysson 33', Ânderson Lima 90'og; Tinga 6', Ânderson Lima 90+1'",1,1
417,35,2003-10-09,"Fluminense",2,0,"Vitória","Lopes 33', Romário 75'",3,0
418,35,2003-10-09,"Paraná",4,2,"Paysandu","Renaldo 9', 40', 50', Cristiano Ávalos 20'; Souza 17', Cristiano 82'",3,0
419,35,2003-10-09,"Figueirense",0,1,"Atlético-MG","Fábio Júnior 53'",0,3
420,35,2003-10-09,"Internacional",2,0,"Criciúma","Nilmar 23', Diego Barcellos 38'",3,0
421,36,2003-10-11,"São Caetano",2,2,"Santos","Marcinho 65', 83'; Robinho 1', Renato Florêncio 81'",1,1
422,36,2003-10-11,"Atlético-PR",2,0,"Coritiba","Ilan 34', 68'",3,0
423,36,2003-10-11,"Guarani",1,3,"Ponte Preta","Wágner 72'; Darío Gigena 64', 68'p, 88'p",0,3
424,36,2003-10-12,"Vitória",2,1,"Bahia","Alexsandro Goiano 32', Samir 80'; Pretto 23'",3,0
425,36,2003-10-12,"Flamengo",2,1,"Vasco da Gama","Rafael 28', Edílson 90+1'; Edmundo 55'",3,0
426,36,2003-10-12,"Goiás",6,1,"Fluminense","Grafite 1', 26, Gil Baiano 35', Fabão 45', Araújo 66', 84'; Romário 60'p",3,0
427,36,2003-10-12,"São Paulo",3,0,"Corinthians","Diego Tardelli 76', Carlos Alberto Silveira 87', Fábio Simplício 90'",3,0
428,36,2003-10-12,"Atlético-MG",0,1,"Cruzeiro","Mota 34'",0,3
429,36,2003-10-12,"Internacional",0,1,"Grêmio","Christian Corrêa",0,3
430,36,2003-10-12,"Juventude",1,1,"Paraná","Leonardo Manzi 71'; Valentim 88'",1,1
431,36,2003-10-12,"Figueirense",4,2,"Criciúma","Luciano Sorriso 34', Fernandinho 48, 78', Márcio Goiano 71'; Dejair 33', Leonardo 79'",3,0
432,36,2003-10-15,"Paysandu",3,0,"Fortaleza","Jóbson 14', Jorginho 35', Vélber 87'",3,0
433,37,2003-10-18,"Grêmio",2,2,"Atlético-MG","Christian Corrêa 2', Roger 54'; Paulinho 26', 43'",1,1
434,37,2003-10-18,"Flamengo",2,0,"Paysandu","Rafael 12', Edílson 72'",3,0
435,37,2003-10-18,"Guarani",2,0,"Fluminense","Rafael Silva 21'p, Rodrigão 83'",3,0
436,37,2003-10-18,"Goiás",3,1,"São Paulo","Grafite 18', Dimba 37'p, 55'; Fábio Simplício 52'",3,0
437,37,2003-10-18,"Coritiba",3,2,"Bahia","Marcel 11', 81', Danilo 63'; Didi 6', Valdomiro 57'",3,0
438,37,2003-10-19,"Corinthians",3,0,"Ponte Preta","Fabinho 31', Marquinhos 37', Gil 77'",3,0
439,37,2003-10-19,"Santos",3,2,"Atlético-PR","Alex Rodrigo 10', Diego Ribas 40'p, Fabiano Costa 51'p; Fernandinho 4', Luciano Santos 56'",3,0
440,37,2003-10-19,"Paraná",4,0,"Internacional","Marquinhos 8', Fernandinho 44', 54', Maurílio 70'",3,0
441,37,2003-10-19,"Criciúma",2,1,"Vasco da Gama","Leonardo 36', Duílio 80'; Beto 48'",3,0
442,37,2003-10-19,"Fortaleza",1,1,"Figueirense","Rena 47'; Márcio Goiano 57'",1,1
443,37,2003-10-19,"Vitória",0,0,"São Caetano","",1,1
444,37,2003-10-19,"Cruzeiro",1,2,"Juventude","Maurinho 32'; Neto 35', Leonardo Inácio 90+1'",0,3
445,38,2003-10-22,"Bahia",4,7,"Santos","Didi 9', 22', Cícero 36', Pretto 51'; Robinho 13', 15', Léo 27', Diego Ribas 63', William 79', Fabiano Costa 90+2'p",0,3
446,38,2003-10-22,"Internacional",1,0,"Cruzeiro","Flávio Luiz 63'p",3,0
447,38,2003-10-22,"Figueirense",0,0,"Flamengo","",1,1
448,38,2003-10-22,"Fluminense",1,0,"Corinthians","Romário 86'",3,0
449,38,2003-10-22,"São Caetano",2,0,"Coritiba","Serginho 6', Adhemar 31'",3,0
450,38,2003-10-22,"Atlético-PR",1,2,"Vitória","played in Londrina] [Thiago 15'; Dudu Cearense 35', Adaílton 44'",0,3
451,38,2003-10-22,"Ponte Preta",0,2,"Goiás","Grafite 42', Araújo 77'",0,3
452,38,2003-10-23,"Paysandu",4,0,"Criciúma","Magnum 64', Jorginho 70', Jóbson 73', Zé Augusto 80'",3,0
453,38,2003-10-23,"Atlético-MG",2,2,"Paraná","Paulinho 27', Fábio Júnior 85'; Renaldo 9'p, 39'",1,1
454,38,2003-10-23,"Juventude",1,2,"Grêmio","Taílson 63'; Christian Corrêa 16', Cládio Pitbull 54'",0,3
455,38,2003-10-23,"Vasco da Gama",1,1,"Fortaleza","played in Manaus] [Valdir Bigode 6'; Rena 34'",1,1
456,38,2003-10-23,"São Paulo",3,3,"Guarani","Luís Fabiano 9', 60'p, Fábio Simplício 11'; Wagner 51', Rafael Silva 53', Rodrigão 90+4'p",1,1
457,39,2003-10-25,"Bahia",2,2,"Fluminense","Jean Carlos Conceição 36', Valdomiro 90+1'; Romário 15', Rodolfo Bispo 45+1'",1,1
458,39,2003-10-25,"Cruzeiro",1,0,"Figueirense","Mota 63'",3,0
459,39,2003-10-25,"Coritiba",0,4,"Santos","Robinho 22', 51', Léo 35', André Luiz Garcia 68'",0,3
460,39,2003-10-25,"Ponte Preta",1,1,"Vitória","Lucas 51'; Dudu Cearense 12'",1,1
461,39,2003-10-26,"Paysandu",1,0,"Atlético-MG","Vélber 6'",3,0
462,39,2003-10-26,"Paraná",3,3,"Vasco da Gama","played in Florianópolis] [Renaldo 3'p, 36'p, Fernandinho 4'; Valdir Bigode 17'p, 27', Morais 50'",1,1
463,39,2003-10-26,"Flamengo",2,1,"Grêmio","Andrezinho 5', Fabiano Eller 70'; Gilberto 34'",3,0
464,39,2003-10-26,"Corinthians",2,3,"Atlético-PR","Coelho 7', 33'; Rogério Corrêa 51', Fabinho 64'p, Douglas Silva 90+2'",0,3
465,39,2003-10-26,"São Caetano",0,1,"São Paulo","Luís Fabiano 46'p",0,3
466,39,2003-10-26,"Criciúma",2,2,"Fortaleza","Paulo César Souza 22', Dejair 54'; Chiquinho 31', Clodoaldo 85'",1,1
467,39,2003-10-26,"Internacional",0,0,"Juventude","",1,1
468,39,2003-10-26,"Goiás",3,0,"Guarani","Leandro Smith 28', Dimba 39', Marabá",3,0
469,40,2003-11-01,"Fluminense",2,2,"Ponte Preta","Marcelo Macedo 47', Júnio César 82'; Valdir Lucas 63', Darío Gigena 78'",1,1
470,40,2003-11-01,"Atlético-MG",1,1,"Criciúma","Lúcio Flávio 90+4'p; Dejair 29'",1,1
471,40,2003-11-01,"Grêmio",0,2,"Paraná","Fernando Miguel 3', Renaldo 16'",0,3
472,40,2003-11-01,"Atlético-PR",1,0,"São Caetano","Jadson 68'",3,0
473,40,2003-11-01,"Guarani",3,2,"Bahia","Rafael Silva 45', Wagner 46', 55'p; Bruno Quadros 27'og, Luiz Alberto 80'",3,0
474,40,2003-11-02,"São Paulo",1,0,"Coritiba","Luís Fabiano 57'",3,0
475,40,2003-11-02,"Fortaleza",1,2,"Cruzeiro","Chiquinho 58'; Thiago Gösling 40', Richarlyson 48'og",0,3
476,40,2003-11-02,"Vasco da Gama",0,1,"Internacional","played in Aracaju] [Diego Gavilán 32'",0,3
477,40,2003-11-02,"Figueirense",6,0,"Paysandu","Cléber 7', William Fabro 16', Fernandinho 48', 69', Edmílson 52', Sandro Gaúcho 79'",3,0
478,40,2003-11-02,"Vitória",3,4,"Goiás","Zé Roberto 19', Dudu Cearense 22', Alecsandro 29'; Grafite 47', 62', Dimba 52'p, 75'",0,3
479,40,2003-11-02,"Santos",3,1,"Corinthians","Robinho 40', Pereira 59', Fabiano Costa 71'; Fabrício 29'",3,0
