id,time_mandante,gols_mandante,gols_visitante,time_visitante,rodada,campeonato,data,pontos_mandante,pontos_visitante,detalhes
29,Juventude,2,1,Santos,3,2002,Aug 18,3,0," [Cláudio Pitbull 61', Leonardo Manzi 71'; William 83']"
30,Guarani,1,4,Atlético-MG,3,2002,Aug 18,0,3," [Marquinhos 5'; Paulinho 26', Marques 35'p, 53'p, Hélcio 65']"
31,Flamengo,1,1,Goiás,3,2002,Aug 18,1,1, [Athirson 60'p; Neném 61']
32,Paraná,2,3,São Paulo,3,2002,Aug 18,0,3," [Maurílio 72'p, Emerson 88'; Kaká 17', Júlio Baptista 32', Reinaldo Oliveira 53']"
33,Cruzeiro,0,0,Botafogo,3,2002,Aug 18,1,1,NA
34,Portuguesa,0,0,Figueirense,3,2002,Aug 18,1,1,NA
35,Bahia,1,2,Coritiba,3,2002,Aug 18,0,3," [Robgol 74'; Lima 44', Alexandre Fávaro 86']"
36,Gama,2,1,Vitória,3,2002,Aug 18,3,0," [Dimba 57', 58'; Aristizábal 31']"
37,São Caetano,3,0,Corinthians,3,2002,Aug 18,3,0," [Claudecir 12', 18', Edu Sales 77']"
38,Botafogo,2,2,Internacional,4,2002,Aug 21,1,1," [Carlos Miguel 27', Cleiton 38'; Adenílson 82', 90+2']"
39,São Paulo,0,1,Juventude,4,2002,Aug 21,0,3, [Hélder 2']
40,Atlético-MG,1,1,Fluminense,4,2002,Aug 21,1,1, [Alexandre Lindo 24'; Magno Alves 51']
41,Paysandu,1,2,Portuguesa,4,2002,Aug 21,0,3," [Jóbson 9'; Alex Alves 21, Édson Araújo 76']"
42,Coritiba,2,1,Flamengo,4,2002,Aug 21,3,0," [Lima 56', Lúcio Flávio 81'; Andrezinho 55']"
43,Vitória,1,1,Atlético-PR,4,2002,Aug 21,1,1, [Fernando 44'; Kléber 45+1']
44,Goiás,1,1,Bahia,4,2002,Aug 21,1,1, [Kley 70'; Nonato 25']
45,Santos,3,0,Figueirense,4,2002,Aug 21,3,0," [Léo 42', Renato 48', Douglas 87']"
46,Vasco da Gama,0,1,Gama,4,2002,Aug 22,0,3, [Dimba 40']
47,Palmeiras,3,2,São Caetano,4,2002,Aug 22,3,0," [Javier Arce 11', 80', Dodô 68'; Adhemar 66', Marco Aurélio 90+1']"
48,Grêmio,0,2,Guarani,4,2002,Aug 22,0,3," [Brener 30', Sérgio Alves 60']"
49,Ponte Preta,2,0,Cruzeiro,4,2002,Aug 22,3,0," [Alex Oliveira 35', Rodrigo Costa 43']"
50,Flamengo,1,2,Paysandu,5,2002,Aug 24,0,3," [Zé Carlos 59'; Jóbson 61'p, Balão 76']"
51,Internacional,2,2,São Paulo,5,2002,Aug 24,1,1," [Fabiano Costa 46', Cleiton Xavier 45+4'; Reinaldo Oliveira 32', 63']"
52,Figueirense,0,3,Botafogo,5,2002,Aug 24,0,3," [Carlos Alberto 22', Ademílson 47', Galeano 67']"
53,Palmeiras,0,4,Atlético-MG,5,2002,Aug 25,0,3," [Mancini 20', 44', Leonardo Oliveira 70', Souza 84']"
54,Fluminense,1,1,Santos,5,2002,Aug 25,1,1, [Roni 90+2'; Diego Ribas 56']
55,Coritiba,1,2,Corinthians,5,2002,Aug 25,0,3," [Genílson 12'; Deivid 67', Leandro Azevedo 81']"
56,Portuguesa,1,0,Gama,5,2002,Aug 25,3,0, [Ricardo Oliveira 46']
57,Cruzeiro,2,1,Bahia,5,2002,Aug 25,3,0," [Cris 2', 44'; Valdomiro 25']"
58,Vitória,2,1,Juventude,5,2002,Aug 25,3,0," [Aristizábal 10', 85'; Edmílson 32']"
59,Ponte Preta,1,1,Grêmio,5,2002,Aug 25,1,1, [Valdir Lucas 66'; Rodrigo Fabri 31']
