id,time_mandante,gols_mandante,gols_visitante,time_visitante,rodada,campeonato,data,pontos_mandante,pontos_visitante,detalhes
1,Guarani,1,3,Palmeiras,1,2001,2001-08-01,0,3," [Fernando Fumagalli 85'; Javier Arce 14', Tuta 53', Lopes 73']"
2,Botafogo-RJ,1,1,América-MG,1,2001,2001-08-01,1,1, [Rodrigo Almeida 60'; Michael 43']
3,Portuguesa,0,1,Goiás,1,2001,2001-08-01,0,3, [Gauchinho 22']
4,Flamengo,0,0,Ponte Preta,1,2001,2001-08-01,1,1,NA
5,Corinthians,2,0,Vitória,1,2001,2001-08-01,3,0," [Ricardinho 13', Paulo Nunes 57']"
6,Paraná,1,0,Cruzeiro,1,2001,2001-08-01,3,0, [Lúcio Flávio 81']
7,Internacional,0,2,Juventude,1,2001,2001-08-01,0,3," [Edinho 33', Fernando 50']"
8,Sport,1,1,Fluminense,1,2001,2001-08-01,1,1, [Júnior Amorim 27'; Magno Alves 83']
9,Bahia,5,0,São Caetano,1,2001,2001-08-01,3,0," [Nonato 8', 60', Marcos Vinícius 21', 79', Alex Alves 86']"
10,Botafogo-SP,2,2,São Paulo,1,2001,2001-08-01,1,1," [Mateus 22', Marcos Denner 67'; Belletti 38', Júlio Batista 77']"
11,Gama,0,0,Vasco da Gama,1,2001,2001-08-01,1,1,NA
12,Atlético-MG,1,1,Coritiba,1,2001,2001-08-01,1,1, [Ronildo 52'; Edmílson 22']
13,Santos,1,1,Santa Cruz,1,2001,2001-08-02,1,1, [Weldon 75'; Luizinho Vieira 84']
14,Atlético-PR,2,0,Grêmio,1,2001,2001-08-02,3,0," [Kléber 4', Kléberson 58']"
15,Palmeiras,2,1,Bahia,2,2001,2001-08-04,3,0," [Darío Muñoz 22', Lopes 24'; Preto 54']"
16,Fluminense,2,0,Botafogo-SP,2,2001,2001-08-04,3,0," [Jorginho 65', Agnaldo 90+2']"
17,América-MG,0,0,Portuguesa,2,2001,2001-08-04,1,1,NA
18,Juventude,1,4,Atlético-MG,2,2001,2001-08-04,0,3," [Fernando 84'p; Kim 13', Marques 47', 77', Álvaro 71']"
19,Ponte Preta,2,2,Corinthians,2,2001,2001-08-05,1,1," [Rodrigo Costa 12', Marquinhos 53'; Paulo Nunes 17', Gil 43']"
20,Vasco da Gama,7,1,Guarani,2,2001,2001-08-05,3,0," [Juninho Paulista 13', Romário 16'p, 19', 27', 36'p, Jorginho 51', Botti 80';"
21,São Paulo,0,0,Gama,2,2001,2001-08-05,1,1,NA
22,Cruzeiro,1,2,Atlético-PR,2,2001,2001-08-05,0,3," [Edmundo 11'; Nem 8', Alex Mineiro 45+1']"
23,Coritiba,3,2,Internacional,2,2001,2001-08-05,3,0," [Edmílson 30', Evair 38'p, Messias 81'; Luís Cláudio 7', Jackson 36']"
24,Grêmio,2,1,Paraná,2,2001,2001-08-05,3,0," [Luiz Mário 29', Rodrigo Mendes 77'; Lúcio Flávio 21']"
25,Santa Cruz,0,4,Botafogo-RJ,2,2001,2001-08-05,0,3," [Rodrigo Almeida 3', 50', Cláudio 51', 82']"
26,Vitória,1,1,Santos,2,2001,2001-08-05,1,1, [Marcos 56'; Robert 4']
27,São Caetano,2,0,Sport,2,2001,2001-08-05,3,0," [Magrão 41', Wágner 52']"
28,Goiás,2,0,Flamengo,2,2001,2001-08-05,3,0," [Gauchinho 22', Índio 50']"
29,Juventude,0,0,Palmeiras,3,2001,2001-08-08,1,1,NA
30,Coritiba,1,0,Vasco da Gama,3,2001,2001-08-08,3,0, [Diego Rincón 84']
31,Vitória,2,1,São Paulo,3,2001,2001-08-08,3,0," [Allann Delon 25', Dudu 31'; Kaká 90+2']"
32,Corinthians,3,2,Botafogo-SP,3,2001,2001-08-08,3,0," [Paulo Nunes 39', Deivid 67', Ricardinho 87'p; Marcos Denner 43', Anderson 50']"
33,Cruzeiro,0,0,Ponte Preta,3,2001,2001-08-08,1,1,NA
34,Grêmio,0,0,Goiás,3,2001,2001-08-08,1,1,NA
35,Santa Cruz,1,2,Internacional,3,2001,2001-08-08,0,3," [Luizinho Vieira 27'; Carlinhos 72', Luís Cláudio 82']"
36,Flamengo,0,1,Paraná,3,2001,2001-08-08,0,3, [Lúcio Flávio 71']
37,Gama,1,1,Santos,3,2001,2001-08-08,1,1, [Lindomar 54'; Renato 11']
38,São Caetano,0,0,Atlético-PR,3,2001,2001-08-08,1,1,NA
39,Botafogo-RJ,3,2,Bahia,3,2001,2001-08-09,3,0," [Rodrigo Almeida 11', 55', Taílson 68'; Preto 44', Nonato 62']"
40,Guarani,1,1,Fluminense,3,2001,2001-08-09,1,1, [Fernando Fumagalli 65'p; Roger Flores 31']
41,Portuguesa,2,1,Sport,3,2001,2001-08-09,3,0," [Sílvio Criciúma 10', Ricardo Oliveira 69'; Audrovani 18']"
42,América-MG,0,1,Atlético-MG,3,2001,2001-08-09,0,3, [Marques 37']
43,Vasco da Gama,1,1,Juventude,4,2001,2001-08-11,1,1, [Dedé 67'; William 83'og]
44,São Paulo,3,1,Santa Cruz,4,2001,2001-08-11,3,0," [Kaká 5', Júlio Baptista 70', França 84'; Andreoli 77']"
45,Atlético-PR,4,0,Flamengo,4,2001,2001-08-11,3,0," [Gustavo 1', Alex Mineiro 37', Kléber 66', Rodrigo 84']"
46,Botafogo-SP,1,4,Cruzeiro,4,2001,2001-08-11,0,3," [Alan 41'; Ricardinho 13', Oséas 35', Neném 56', Edmundo 84']"
47,Paraná,3,1,Corinthians,4,2001,2001-08-12,3,0," [Lúcio Flávio 15', Márcio 27', Marquinhos 76'og; Fabinho 42']"
48,Ponte Preta,3,1,Botafogo-RJ,4,2001,2001-08-12,3,0," [Washington Cerqueira 16', Leonardo 71'og, Alex 90'; Denis 80']"
49,Fluminense,1,1,Vitória,4,2001,2001-08-12,1,1, [Yan 12'; Váldson 85']
50,Atlético-MG,3,0,Guarani,4,2001,2001-08-12,3,0," [Gilberto Silva 13', Ramón Menezes 24', Marques 41']"
51,Internacional,2,0,Gama,4,2001,2001-08-12,3,0," [Luís Cláudio 49', 76']"
52,Sport,2,1,Grêmio,4,2001,2001-08-12,3,0," [Marcelo Passos 20', 66'p; Luiz Mário 67']"
53,Bahia,2,1,Portuguesa,4,2001,2001-08-12,3,0," [Nonato 12', Jean 85'; Lúcio 41']"
54,Goiás,0,0,São Caetano,4,2001,2001-08-12,1,1,NA
55,Santos,2,0,Coritiba,4,2001,2001-08-12,3,0," [Robert 15'p, 66']"
56,Palmeiras,3,1,América-MG,4,2001,2001-08-12,3,0," [Pedrinho 14', Fábio Júnior 86', Lopes 88'; Fabrício 17']"
57,Flamengo,2,1,Sport,5,2001,2001-08-15,3,0," [Beto 15', Reinaldo Oliveira 42'; Edu Manga 45']"
58,Corinthians,0,0,Juventude,5,2001,2001-08-15,1,1,NA
59,Cruzeiro,0,3,América-MG,5,2001,2001-08-15,0,3," [Tucho 12', Somália 62', Ricardo 73']"
60,Paraná,1,2,Ponte Preta,5,2001,2001-08-15,0,3," [Maurílio 35'; Fabinho 52', Washington Cerqueira 76']"
61,Santa Cruz,3,2,Palmeiras,5,2001,2001-08-15,3,0," [Luizinho Vieira 29', Jorge Luiz 50', 87'; Lopes 34', Rovílson 64']"
62,Vitória,1,0,Vasco da Gama,5,2001,2001-08-15,3,0, [Xavier 53']
63,São Caetano,1,1,Fluminense,5,2001,2001-08-15,1,1, [Magrão 5'; Paulo César 45']
64,Internacional,2,0,Bahia,5,2001,2001-08-16,3,0," [Fábio Luciano 17', Jackson 32']"
65,Botafogo-RJ,0,1,Goiás,5,2001,2001-08-16,0,3, [Araújo 37']
66,Portuguesa,1,0,Coritiba,5,2001,2001-08-16,3,0, [Thiago Silva 36']
67,Atlético-PR,1,0,Atlético-MG,5,2001,2001-08-16,3,0, [Ilan 64']
68,Guarani,1,2,São Paulo,5,2001,2001-08-16,0,3," [Fernando Fumagalli 15'; Kaká 53', Reinaldo 59']"
69,Botafogo-SP,0,1,Santos,5,2001,2001-08-16,0,3, [Elano 65']
70,Gama,2,1,Grêmio,5,2001,2001-08-16,3,0," [Anderson Barbosa 30', Reinaldo 88'; Marinho 12']"
71,Vasco da Gama,1,1,Santa Cruz,6,2001,2001-08-18,1,1, [Euller 46'; Luzinho Vieira 61']
72,Palmeiras,3,1,Paraná,6,2001,2001-08-18,3,0," [Fábio Júnior 24'p, Lopes 33', Darío Muñoz 56'; Lúcio Flávio 66'p]"
73,América-MG,0,1,São Caetano,6,2001,2001-08-18,0,3, [Anaílson 57']
74,Sport,2,1,Corinthians,6,2001,2001-08-19,3,0," [Júnior Amorim 35', Edu Manga 57'; Gil 1']"
75,Bahia,0,2,Flamengo,6,2001,2001-08-19,0,3," [Reinaldo Oliveira 28', Edílson 72']"
76,Fluminense,4,3,Gama,6,2001,2001-08-19,3,0," [Roni 33', 52', Yan 58', Agnaldo Pereira 68'; Ânderson 57', Gérson 61', "
77,São Paulo,2,1,Atlético-PR,6,2001,2001-08-19,3,0," [Lino 5', Kaká 21'; Kléber 83']"
78,Atlético-MG,2,0,Botafogo-SP,6,2001,2001-08-19,3,0," [Guilherme 35', Marques 41']"
79,Coritiba,3,2,Cruzeiro,6,2001,2001-08-19,3,0," [Edmílson 49', 61', Messias 55'; Alex 19', João Carlos 69']"
80,Grêmio,0,0,Vitória,6,2001,2001-08-19,1,1,NA
81,Ponte Preta,2,1,Portuguesa,6,2001,2001-08-19,3,0," [Washington Cerqueira 15'p, Rodrigo Costa 74'; Lúcio 85']"
82,Goiás,0,1,Internacional,6,2001,2001-08-19,0,3, [Juca 56']
83,Santos,0,0,Botafogo-RJ,6,2001,2001-08-19,1,1,NA
84,Juventude,1,0,Guarani,6,2001,2001-08-19,3,0, [Leonardo Manzi 90+3']
85,Fluminense,3,2,Santa Cruz,7,2001,2001-08-25,3,0," [Paulão 8'og, Roni 30', Paulo César 38'; Evando 51', Luizinho Vieira 73']"
86,Palmeiras,3,2,Goiás,7,2001,2001-08-25,3,0," [Arce 44', Pedrinho 64', Tuta 81'; Araújo 71', 80']"
87,Paraná,0,1,Portuguesa,7,2001,2001-08-25,0,3, [Lúcio 82']
88,Bahia,1,0,Corinthians,7,2001,2001-08-26,3,0, [Jefferson 43']
89,Botafogo-SP,1,0,Flamengo,7,2001,2001-08-26,3,0, [Anderson 10']
90,Vasco da Gama,4,0,Atlético-PR,7,2001,2001-08-26,3,0," [Euller 46', 76'p, Juninho Paulista 86', Fabiano Eller 88']"
91,São Paulo,4,0,Ponte Preta,7,2001,2001-08-26,3,0," [Kaká 13', 66', Luís Fabiano 29', França 77']"
92,Atlético-MG,3,0,Vitória,7,2001,2001-08-26,3,0," [Ramon Menezes 10', Alexandre 69', Baiano 71']"
93,Coritiba,1,1,São Caetano,7,2001,2001-08-26,1,1, [Enílton 14'; Magrão 82']
94,Grêmio,3,1,América-MG,7,2001,2001-08-26,3,0," [Ânderson Lima 21', Zinho 66', 90+1'; Rui 54']"
95,Sport,0,1,Cruzeiro,7,2001,2001-08-26,0,3, [Ricardinho 71']
96,Guarani,2,2,Internacional,7,2001,2001-08-26,1,1," [Eduardo Marques 16', Élder 54'; Leandro Machado 27', 30']"
97,Gama,0,0,Botafogo-RJ,7,2001,2001-08-26,1,1,NA
98,Santos,2,2,Juventude,7,2001,2001-08-26,1,1," [Vágner 2', Valdir 72'; Fernando 12', Leonardo Manzi 88']"
99,Corinthians,2,2,Gama,8,2001,2001-08-29,1,1," [Gil 62', Ricardinho 67'p; Palhinha 78', Romualdo 81']"
100,América-MG,1,1,Vasco da Gama,8,2001,2001-08-29,1,1, [Ricardo 27'; Euller 83']
101,Atlético-PR,1,1,Santos,8,2001,2001-08-29,1,1, [Daniel 85'; Viola 90+2']
102,Internacional,2,0,Botafogo-SP,8,2001,2001-08-29,3,0," [Leandro Machado 7', Jackson 37']"
103,Santa Cruz,1,1,Atlético-MG,8,2001,2001-08-29,1,1, [Donizete 60'; Marques 65']
104,Vitória,1,3,Palmeiras,8,2001,2001-08-29,0,3," [Allann Delon 46'; Tuta 25', 71', Lopes 63']"
105,Ponte Preta,3,2,Grêmio,8,2001,2001-08-29,3,0," [Macedo 20', Piá 63'p, Washington Cerqueira 80'; Rodrigo Gral 53', Luiz "
106,Goiás,2,0,Fluminense,8,2001,2001-08-29,3,0," [Itamar 27', Araújo 88']"
107,São Caetano,4,1,Paraná,8,2001,2001-08-29,3,0," [Bechara 1', Serginho 48', Sandro Gaúcho 81', Marlon 87'; Maurílio 50']"
108,Juventude,3,3,São Paulo,8,2001,2001-08-29,1,1," [Fernando 25', Michel 69', Leonardo Manzi 77'; França 64', 74', Luís Fabiano 64']"
109,Botafogo-RJ,3,1,Sport,8,2001,2001-08-29,3,0," [Rodrigo Almeida 24', 34', 44'; Edu Manga 27']"
110,Flamengo,0,1,Coritiba,8,2001,2001-08-30,0,3, [Evair 70'p]
111,Portuguesa,1,2,Guarani,8,2001,2001-08-30,0,3," [Élson 39'; Fernando Fumagalli 3', Marcinho 67']"
112,Cruzeiro,1,1,Bahia,8,2001,2001-08-30,1,1, [Leonardo 56'; Bebeto Campos 72']
113,Fluminense,2,1,Juventude,9,2001,2001-09-01,3,0," [André Luiz 45+2', Roni 54'; Dauri 30']"
114,Palmeiras,2,0,Atlético-PR,9,2001,2001-09-01,3,0," [Lopes 15'p, Fábio Júnior 89']"
115,Paraná,3,0,Internacional,9,2001,2001-09-01,3,0," [André 7', Edílson 30', Maurílio 39']"
116,Atlético-MG,3,0,Sport,9,2001,2001-09-01,3,0," [Marques 57', 87', Alexandre 82']"
117,Santa Cruz,2,1,Flamengo,9,2001,2001-09-02,3,0," [Luizinho Vieira 40', Joãozinho 67'; Edílson 21']"
118,América-MG,4,4,Corinthians,9,2001,2001-09-02,1,1," [Mirandinha 35', Somália 40', 52', Fabrício 55'; Batata 1', 23', Ricardinho 14', "
119,Vasco da Gama,2,2,Botafogo-SP,9,2001,2001-09-02,1,1," [Bóvio 73', Bebeto 84'; Bell 60'p, Paulinho 75']"
120,São Paulo,0,1,Bahia,9,2001,2001-09-02,0,3, [Jean Elias 80']
121,Coritiba,2,3,Botafogo-RJ,9,2001,2001-09-02,0,3," [Rincón 4', Evair 86'p; Ronaldo 17', Taílson 46', 49']"
122,Grêmio,1,0,Guarani,9,2001,2001-09-02,3,0, [Anderson Polga 56']
123,Vitória,2,2,Cruzeiro,9,2001,2001-09-02,1,1," [Adriano 39', Allann Delon 86'; Oséas 54', João Carlos 65']"
124,Gama,0,1,Portuguesa,9,2001,2001-09-02,0,3, [Fabiano 74']
125,Santos,1,2,Goiás,9,2001,2001-09-02,0,3," [Robert 19'p; Roni 11', Danilo 25']"
126,Ponte Preta,3,6,São Caetano,9,2001,2001-09-02,0,3," [Washington Cerqueira 23', Marco Aurélio 59', Marquinhos 90'; Magrão 15', "
127,Flamengo,2,0,Santos,9,2001,2001-09-06,3,0," [Roma 31', Reinaldo Oliveira 90+3']"
128,São Caetano,1,0,Palmeiras,9,2001,2001-09-06,3,0, [Bechara 88'p]
129,Botafogo-RJ,0,2,Paraná,10,2001,2001-09-08,0,3," [Lúcio Flávio 33', Tiago 72'og]"
130,Corinthians,3,2,Coritiba,10,2001,2001-09-08,3,0," [Gil 2', Marcelo 16', Renato 86'; Evair 5'p, Diego Rincón 89']"
131,Cruzeiro,4,1,Santa Cruz,10,2001,2001-09-08,3,0," [Luisão 31', Adriano 42', Leonardo 65', Edmundo 90+1'; Grafite 80']"
132,Atlético-PR,1,2,Fluminense,10,2001,2001-09-09,0,3," [Rodriguinho 80'; André Luiz 30', Sidnei 81']"
133,Goiás,2,3,São Paulo,10,2001,2001-09-09,0,3," [Itamar 53', Bilu 84'; França 71', Leandro 73', 88']"
134,Flamengo,1,1,América-MG,10,2001,2001-09-09,1,1, [Reinaldo Oliveira 42'; Rui 70']
135,Internacional,2,2,Ponte Preta,10,2001,2001-09-09,1,1," [Fernando Cardoso 43', Carlinhos 77'; Marquinhos 7', Elivélton 82'p]"
136,Sport,3,3,Vasco da Gama,10,2001,2001-09-09,1,1," [Edu Manga 1', 25'p, Bóvio 62'p; Bóvio 16', Bebeto 24', Euller 85']"
137,Bahia,4,0,Atlético-MG,10,2001,2001-09-09,3,0," [Nonato 39', 55', Preto 89', 90']"
138,Guarani,1,1,Santos,10,2001,2001-09-09,1,1, [Élder 60'; Marceliho Carioca 57'p]
139,Botafogo-SP,0,1,Palmeiras,10,2001,2001-09-09,0,3, [Tuta 33']
140,São Caetano,3,2,Gama,10,2001,2001-09-09,3,0," [Sandro Gaúcho 60', 72', Bechara 71'; Palhinha 75', Lindomar 59'p]"
141,Juventude,1,2,Grêmio,10,2001,2001-09-09,0,3," [Leonardo Manzi 83'; Pedrinho 73', Rodrigo Mendes 88']"
142,Portuguesa,3,2,Vitória,10,2001,2001-09-09,3,0," [Sandro Fonseca 57', Ricardo Oliveira 61', Alex Afonso 67'; Allann Delon 8', 76']"
143,Fluminense,2,0,Ponte Preta,11,2001,2001-09-15,3,0," [Agnaldo 53', Roger Flores 60']"
144,São Paulo,1,3,Paraná,11,2001,2001-09-15,0,3," [Luís Fabiano 68'; Ageu 6', 11', Flávio 46']"
145,Guarani,2,0,Cruzeiro,11,2001,2001-09-15,3,0," [Sinval 40', 57']"
146,Vitória,2,0,Internacional,11,2001,2001-09-15,3,0," [Allann Delon 70', 84']"
147,Palmeiras,3,0,Sport,11,2001,2001-09-16,3,0," [Leonardo 5', Pedrinho 60', Thiago Gentil 87']"
148,Goiás,2,3,Corinthians,11,2001,2001-09-16,0,3," [Edmílson 16', Araújo 34'p; Ricardinho 59'p, 81', Deivid 73']"
149,Juventude,1,1,Flamengo,11,2001,2001-09-16,1,1, [Dauri 64'; Edílson 25']
150,Vasco da Gama,0,1,Bahia,11,2001,2001-09-16,0,3, [Marcos Vinícius 90+1']
151,Atlético-MG,2,1,Gama,11,2001,2001-09-16,3,0," [Kim 24', 43'; Lindomar 40']"
152,Atlético-PR,3,1,Portuguesa,11,2001,2001-09-16,3,0," [Kléber 31'p, 57', Alex Mineiro 90+2'; Ricardo Oliveira 5']"
153,Grêmio,2,0,Coritiba,11,2001,2001-09-16,3,0," [Leandro 39', Rodrigo Mendes 46']"
154,Santa Cruz,0,1,São Caetano,11,2001,2001-09-16,0,3, [Adãozinho 50']
155,Botafogo-SP,0,2,Botafogo-RJ,11,2001,2001-09-16,0,3," [Marko Ciurlizza 18', Rodrigo Almeida 88']"
156,Santos,3,0,América-MG,11,2001,2001-09-16,3,0," [Viola 38', 63', Marcelinho Carioca 84']"
157,Botafogo-RJ,0,2,Guarani,12,2001,2001-09-19,0,3," [Marcinho 68', Wolnei Caio 86']"
158,Corinthians,2,2,Santa Cruz,12,2001,2001-09-19,1,1," [Renato 28', Batata 34'; Souza 32', Renatinho 79']"
159,Cruzeiro,1,2,Goiás,12,2001,2001-09-19,0,3," [Cris 86'p; Bilu 22', Edmílson 90+2'p]"
160,Paraná,2,0,Vasco da Gama,12,2001,2001-09-19,3,0," [Lúcio Flávio 31', Ageu 63']"
161,Internacional,4,4,Atlético-PR,12,2001,2001-09-19,1,1," [Wederson 31', 66', Luís Cláudio 55', Fábio Pinto 77'; Kléber 19'p, Nem 49', "
162,Sport,0,2,Santos,12,2001,2001-09-19,0,3," [Robert 29', Viola 64']"
163,Ponte Preta,4,3,Atlético-MG,12,2001,2001-09-19,3,0," [Piá 44', Humberto 62', Washington Cerqueira 67', Marco Aurélio 89'; Alexandre "
164,Gama,1,1,Palmeiras,12,2001,2001-09-19,1,1," [Anderson 46', Javier Arce 23']"
165,São Caetano,0,1,Botafogo-SP,12,2001,2001-09-19,0,3, [Adiel 2']
166,Bahia,1,1,Grêmio,12,2001,2001-09-20,1,1, [Róbson 47'; Marinho 22']
167,Flamengo,1,1,Vitória,12,2001,2001-09-20,1,1, [Dejan Petkovic 61'; Paulo Isidoro 34']
168,Portuguesa,1,2,Juventude,12,2001,2001-09-20,0,3," [Sílvio Criciúma 10'; Leonardo Manzi 57', Didi 86']"
169,América-MG,1,0,Fluminense,12,2001,2001-09-20,3,0, [Fabrício 56']
170,Coritiba,0,1,São Paulo,12,2001,2001-09-20,0,3, [Reinaldo 81']
171,Vasco da Gama,2,1,Goiás,13,2001,2001-09-22,3,0," [Paulo César 64', Juninho Paulista 80'; Milton do Ó 41']"
172,Palmeiras,0,2,Ponte Preta,13,2001,2001-09-22,0,3," [Washington Cerqueira 32', 59']"
173,Gama,1,1,Cruzeiro,13,2001,2001-09-22,1,1," [Anderson 21', Cris 48']"
174,Atlético-PR,3,2,Corinthians,13,2001,2001-09-23,3,0," [Kléber 22'p, 62'p, Souza 57'; Luciano Ratinho 59', Leandro Azevedo 68']"
175,Guarani,1,3,Flamengo,13,2001,2001-09-23,0,3," [Sinval 53'; Alessandro 17', Reinaldo Oliveira 74', Dejan Petkovic 86']"
176,Fluminense,3,1,Coritiba,13,2001,2001-09-23,3,0," [Miodrag Andjelkovic 15', Paulo César 33', Magno Alves 88'; Messias 90+1']"
177,São Paulo,4,1,América-MG,13,2001,2001-09-23,3,0," [Luís Fabiano 11', França 26', Kaká 71', 75'; Somália 5']"
178,Atlético-MG,4,0,Paraná,13,2001,2001-09-23,3,0," [Djair 4', Kim 20', Gilberto Silva 28', Marcelo Djian 33']"
179,Internacional,2,0,Sport,13,2001,2001-09-23,3,0," [Fabiano Souza 7', Silvinho 52']"
180,Santa Cruz,0,0,Portuguesa,13,2001,2001-09-23,1,1,NA
181,Vitória,3,1,Botafogo-RJ,13,2001,2001-09-23,3,0," [Allann Delon 29', 74', Fernando 42'; Tiago 13']"
182,Botafogo-SP,1,2,Grêmio,13,2001,2001-09-23,0,3," [Augusto 25'; Zinho 60', Leandro 69']"
183,Santos,5,1,Bahia,13,2001,2001-09-23,3,0," [Viola 3', 33', 42', Cléber 45', Russo 73'; Róbson 66'p]"
184,Juventude,0,3,São Caetano,13,2001,2001-09-23,0,3," [Magrão 18'p, 49', Anaílson 72']"
185,Botafogo-RJ,1,3,Atlético-PR,14,2001,2001-09-29,0,3," [Dodô 23'; Souza 36', Kléber 53', Adauto 85']"
186,Paraná,1,0,Santos,14,2001,2001-09-29,3,0, [Maurílio 77']
187,Portuguesa,1,0,Botafogo-SP,14,2001,2001-09-29,3,0, [Ricardo Oliveira 10']
188,América-MG,0,2,Internacional,14,2001,2001-09-29,0,3," [Jackson 1', 62']"
189,Flamengo,1,2,Gama,14,2001,2001-09-30,0,3," [Vampeta 63', Luís Fernando 17', Paulo Henrique 79']"
